"keyword_id","phrase","group","decision","reason","commercial_conf","review_status"
"kw-corv01-disc-1393","1с создание внешней печатной формы","CORV-G03-05","ACTIVE COMMERCIAL","ACTIVE: «1с создание внешней печатной формы» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: создание, внешней, печатной, формы.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1436","1с ут внешняя печатная форма","CORV-G03-05","HOLD","ACTIVE: «1с ут внешняя печатная форма» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: внешняя, печатная, форма.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1342","внешние печатные формы 1с 8.3","CORV-G03-05","CONTROLLED TEST — JUSTIFIED","controlled_test_justified: Narrow test: users configuring TS PIOT/marking in 1C retail may convert to paid setup for «внешние печатные формы 1с 8.3","CONTROLLED","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1431","внешняя печатная форма 1с 8.3 управляемое","CORV-G03-05","CONTROLLED TEST — JUSTIFIED","controlled_test_justified: Narrow test: users configuring TS PIOT/marking in 1C retail may convert to paid setup for «внешняя печатная форма 1с 8.3","CONTROLLED","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1435","создание внешних печатных форм 1с 8.3","CORV-G03-05","CONTROLLED TEST — JUSTIFIED","controlled_test_justified: Narrow test: users configuring TS PIOT/marking in 1C retail may convert to paid setup for «создание внешних печатных фор","CONTROLLED","SEMANTICALLY REVIEWED"
"seed-CORV-G03-02-core-создание-отч","создание отчета 1с","CORV-G03-02","ACTIVE COMMERCIAL","ACTIVE: «создание отчета 1с» — заказ услуги «Создание отчёта 1С»; ключевые сигналы: создание, отчета.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-845","1с доработка отчета движение денежных средств","CORV-G03-01","ACTIVE COMMERCIAL","ACTIVE: «1с доработка отчета движение денежных средств» — заказ услуги «Доработка и настройка отчёта 1С»; ключевые сигналы: доработка, отчета, движение, денежных, средств.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-786","1с доработка отчетов","CORV-G03-01","ACTIVE COMMERCIAL","ACTIVE: «1с доработка отчетов» — заказ услуги «Доработка и настройка отчёта 1С»; ключевые сигналы: доработка, отчетов.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-009","доработка отчета 1с","CORV-G03-01","ACTIVE COMMERCIAL","ACTIVE: «доработка отчета 1с» — заказ услуги «Доработка и настройка отчёта 1С»; ключевые сигналы: доработка, отчета.","HIGH","SEMANTICALLY REVIEWED"
"seed-CORV-G03-01-core-настройка-от","настройка отчета 1с","CORV-G03-01","ACTIVE COMMERCIAL","ACTIVE: «настройка отчета 1с» — заказ услуги «Доработка и настройка отчёта 1С»; ключевые сигналы: настройка, отчета.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1352","1с 8 печатная форма","CORV-G03-03","HOLD","ACTIVE: «1с 8 печатная форма» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатная, форма.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1345","1с вывести печатную форму","CORV-G03-03","HOLD","ACTIVE: «1с вывести печатную форму» — заказ услуги «Печатные формы 1С»; ключевые сигналы: вывести, печатную, форму.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1365","1с изменение печатной формы","CORV-G03-03","HOLD","ACTIVE: «1с изменение печатной формы» — заказ услуги «Печатные формы 1С»; ключевые сигналы: изменение, печатной, формы.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1336","1с макеты печатных форм","CORV-G03-03","HOLD","ACTIVE: «1с макеты печатных форм» — заказ услуги «Печатные формы 1С»; ключевые сигналы: макеты, печатных, форм.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1364","1с печатная форма акта","CORV-G03-03","HOLD","ACTIVE: «1с печатная форма акта» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатная, форма, акта.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1354","1с печатная форма договора","CORV-G03-03","HOLD","ACTIVE: «1с печатная форма договора» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатная, форма, договора.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1358","1с печатная форма недоступна","CORV-G03-03","HOLD","ACTIVE: «1с печатная форма недоступна» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатная, форма, недоступна.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1344","1с печатная форма печать","CORV-G03-03","HOLD","ACTIVE: «1с печатная форма печать» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатная, форма, печать.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1337","1с печатные формы документов","CORV-G03-03","HOLD","ACTIVE: «1с печатные формы документов» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатные, формы, документов.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1351","1с программно печатную форму","CORV-G03-03","HOLD","ACTIVE: «1с программно печатную форму» — заказ услуги «Печатные формы 1С»; ключевые сигналы: программно, печатную, форму.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1347","1с унф печатные формы","CORV-G03-03","HOLD","ACTIVE: «1с унф печатные формы» — заказ услуги «Печатные формы 1С»; ключевые сигналы: унф, печатные, формы.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1366","макет печатной формы в 1с 8.3","CORV-G03-03","CONTROLLED TEST — JUSTIFIED","controlled_test_justified: Narrow test: users configuring TS PIOT/marking in 1C retail may convert to paid setup for «макет печатной формы в 1с 8.3","CONTROLLED","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1359","настройка печатных форм в 1с","CORV-G03-03","ACTIVE COMMERCIAL","ACTIVE: «настройка печатных форм в 1с» — заказ услуги «Печатные формы 1С»; ключевые сигналы: настройка, печатных, форм.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1335","печатные формы 1с 8.3","CORV-G03-03","CONTROLLED TEST — JUSTIFIED","controlled_test_justified: Narrow test: users configuring TS PIOT/marking in 1C retail may convert to paid setup for «печатные формы 1с 8.3».","CONTROLLED","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1349","создание печатной формы 1с","CORV-G03-03","ACTIVE COMMERCIAL","ACTIVE: «создание печатной формы 1с» — заказ услуги «Печатные формы 1С»; ключевые сигналы: создание, печатной, формы.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-013","обновление доработанной 1с","CORV-G02-04","ACTIVE COMMERCIAL","ACTIVE: «обновление доработанной 1с» — заказ услуги «Обновление доработанной 1С»; ключевые сигналы: обновление, доработанной.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-2255","обновление доработанных конфигураций 1с","CORV-G02-04","ACTIVE COMMERCIAL","ACTIVE: «обновление доработанных конфигураций 1с» — заказ услуги «Обновление доработанной 1С»; ключевые сигналы: обновление, доработанных, конфигураций.","HIGH","SEMANTICALLY REVIEWED"
"seed-CORV-G02-05-core-перенос-дора","перенос доработок 1с","CORV-G02-05","ACTIVE COMMERCIAL","ACTIVE: «перенос доработок 1с» — заказ услуги «Перенос доработок при обновлении 1С»; ключевые сигналы: перенос, доработок.","HIGH","SEMANTICALLY REVIEWED"
"seed-CORV-G02-05-core-сохранение-д","сохранение доработок при обновлении 1с","CORV-G02-05","ACTIVE COMMERCIAL","ACTIVE: «сохранение доработок при обновлении 1с» — заказ услуги «Перенос доработок при обновлении 1С»; ключевые сигналы: сохранение, доработок, при, обновлении.","HIGH","SEMANTICALLY REVIEWED"
"seed-CORV-G02-06-core-исправление-","исправление доработок после обновления 1с","CORV-G02-06","ACTIVE COMMERCIAL","ACTIVE: «исправление доработок после обновления 1с» — заказ услуги «Исправление доработок после обновления 1С»; ключевые сигналы: исправление, доработок, после, обновления.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-832","1с доработка через расширения","CORV-G02-02","ACTIVE COMMERCIAL","ACTIVE: «1с доработка через расширения» — заказ услуги «Доработка конфигурации 1С»; ключевые сигналы: доработка, через, расширения.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-783","доработка конфигурации 1с","CORV-G02-02","ACTIVE COMMERCIAL","ACTIVE: «доработка конфигурации 1с» — заказ услуги «Доработка конфигурации 1С»; ключевые сигналы: доработка, конфигурации.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-794","доработка модулей 1с","CORV-G02-02","ACTIVE COMMERCIAL","ACTIVE: «доработка модулей 1с» — заказ услуги «Доработка конфигурации 1С»; ключевые сигналы: доработка, модулей.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-784","доработка расширений 1с","CORV-G02-02","ACTIVE COMMERCIAL","ACTIVE: «доработка расширений 1с» — заказ услуги «Доработка конфигурации 1С»; ключевые сигналы: доработка, расширений.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-814","доработка типовой конфигурации 1с","CORV-G02-02","ACTIVE COMMERCIAL","ACTIVE: «доработка типовой конфигурации 1с» — заказ услуги «Доработка конфигурации 1С»; ключевые сигналы: доработка, типовой, конфигурации.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-848","обновление конфигурации 1с с доработками","CORV-G02-02","ACTIVE COMMERCIAL","ACTIVE: «обновление конфигурации 1с с доработками» — заказ услуги «Доработка конфигурации 1С»; ключевые сигналы: обновление, конфигурации, доработками.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-853","примеры реальных задач по доработки конфигурации 1с","CORV-G02-02","ACTIVE COMMERCIAL","ACTIVE: «примеры реальных задач по доработки конфигурации 1с» — заказ услуги «Доработка конфигурации 1С»; ключевые сигналы: примеры, реальных, задач, доработки, конфигурации.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-798","доработка базы 1с","CORV-G02-03","ACTIVE COMMERCIAL","ACTIVE: «доработка базы 1с» — заказ услуги «Доработка базы 1С»; ключевые сигналы: доработка, базы.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-795","1с бп доработка","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «1с бп доработка» — заказ услуги «Доработка 1С»; ключевые сигналы: доработка.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-807","1с доработка цены","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «1с доработка цены» — заказ услуги «Доработка 1С»; ключевые сигналы: доработка, цены.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-805","1с ерп доработка","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «1с ерп доработка» — заказ услуги «Доработка 1С»; ключевые сигналы: ерп, доработка.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-801","1с фреш доработки","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «1с фреш доработки» — заказ услуги «Доработка 1С»; ключевые сигналы: фреш, доработки.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-808","договор доработка 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «договор доработка 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: договор, доработка.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-004","доработка 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработка 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: доработка.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-806","доработка 1с 8.3","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработка 1с 8.3» — заказ услуги «Доработка 1С»; ключевые сигналы: доработка, 8.3.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-792","доработка 1с системы","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработка 1с системы» — заказ услуги «Доработка 1С»; ключевые сигналы: доработка, системы.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-810","доработка 1с стоимость","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработка 1с стоимость» — заказ услуги «Доработка 1С»; ключевые сигналы: доработка, стоимость.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-800","доработка 1с унф","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработка 1с унф» — заказ услуги «Доработка 1С»; ключевые сигналы: доработка, унф.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-790","доработка 1с ут","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработка 1с ут» — заказ услуги «Доработка 1С»; ключевые сигналы: доработка.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-791","доработки 1с бухгалтерии","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработки 1с бухгалтерии» — заказ услуги «Доработка 1С»; ключевые сигналы: доработки, бухгалтерии.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-797","доработки 1с документооборот","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработки 1с документооборот» — заказ услуги «Доработка 1С»; ключевые сигналы: доработки, документооборот.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-804","доработки 1с зуп","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработки 1с зуп» — заказ услуги «Доработка 1С»; ключевые сигналы: доработки, зуп.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-796","доработки 1с erp","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработки 1с erp» — заказ услуги «Доработка 1С»; ключевые сигналы: доработки, erp.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-789","доработки программы 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «доработки программы 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: доработки, программы.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-802","настройка 1с доработка 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «настройка 1с доработка 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: настройка, доработка.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-793","обмен 1с доработка","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «обмен 1с доработка» — заказ услуги «Доработка 1С»; ключевые сигналы: обмен, доработка.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-788","примеры доработки 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «примеры доработки 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: примеры, доработки.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-803","разработка доработка 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «разработка доработка 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: разработка, доработка.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-809","тестирование доработок 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «тестирование доработок 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: тестирование, доработок.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-811","техническое на доработку 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «техническое на доработку 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: техническое, доработку.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-799","типовые доработки 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «типовые доработки 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: типовые, доработки.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-787","услуги доработки 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «услуги доработки 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: услуги, доработки.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-785","учет доработки 1с","CORV-G02-01","ACTIVE COMMERCIAL","ACTIVE: «учет доработки 1с» — заказ услуги «Доработка 1С»; ключевые сигналы: учет, доработки.","HIGH","SEMANTICALLY REVIEWED"
"seed-CORV-G01-07-core-абонентское-","абонентское обслуживание 1с","CORV-G01-07","ACTIVE COMMERCIAL","ACTIVE: «абонентское обслуживание 1с» — заказ услуги «Абонентское сопровождение 1С»; ключевые сигналы: абонентское, обслуживание.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-686","абонентское сопровождение 1с","CORV-G01-07","ACTIVE COMMERCIAL","ACTIVE: «абонентское сопровождение 1с» — заказ услуги «Абонентское сопровождение 1С»; ключевые сигналы: абонентское, сопровождение.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-780","абонентское сопровождение 1с первый бит","CORV-G01-07","ACTIVE COMMERCIAL","ACTIVE: «абонентское сопровождение 1с первый бит» — заказ услуги «Абонентское сопровождение 1С»; ключевые сигналы: абонентское, сопровождение, первый, бит.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-625","оказание услуг по сопровождению 1с","CORV-G01-05","ACTIVE COMMERCIAL","ACTIVE: «оказание услуг по сопровождению 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: оказание, услуг, сопровождению.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-634","сопровождение 1с 8.3","CORV-G01-05","CONTROLLED TEST — JUSTIFIED","controlled_test_justified: Narrow test: users configuring TS PIOT/marking in 1C retail may convert to paid setup for «сопровождение 1с 8.3».","CONTROLLED","SEMANTICALLY REVIEWED"
"kw-corv01-disc-632","услуг по сопровождению программного продукта 1с","CORV-G01-05","ACTIVE COMMERCIAL","ACTIVE: «услуг по сопровождению программного продукта 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: услуг, сопровождению, программного, продукта.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-609","услуги по сопровождению 1с","CORV-G01-05","ACTIVE COMMERCIAL","ACTIVE: «услуги по сопровождению 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: услуги, сопровождению.","HIGH","SEMANTICALLY REVIEWED"
"seed-CORV-G01-03-core-настройка-1с","настройка 1с","CORV-G01-03","ACTIVE COMMERCIAL","ACTIVE: «настройка 1с» — заказ услуги «Настройка 1С под задачи бизнеса»; ключевые сигналы: настройка.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-184","программист 1с настройка","CORV-G01-03","ACTIVE COMMERCIAL","ACTIVE: «программист 1с настройка» — заказ услуги «Настройка 1С под задачи бизнеса»; ключевые сигналы: программист, настройка.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-550","ищу 1с программиста для разовой задачи","CORV-G01-08","ACTIVE COMMERCIAL","ACTIVE: «ищу 1с программиста для разовой задачи» — заказ услуги «Разовые работы программиста 1С»; ключевые сигналы: ищу, программиста, для, разовой, задачи.","HIGH","SEMANTICALLY REVIEWED"
"seed-CORV-G01-08-core-разовая-дора","разовая доработка 1с","CORV-G01-08","ACTIVE COMMERCIAL","ACTIVE: «разовая доработка 1с» — заказ услуги «Разовые работы программиста 1С»; ключевые сигналы: разовая, доработка.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-037","1с программист 2026","CORV-G01-01","HOLD","ACTIVE: «1с программист 2026» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: программист, 2026.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-039","услуги программиста 1с","CORV-G01-01","ACTIVE COMMERCIAL","ACTIVE: «услуги программиста 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: услуги, программиста.","HIGH","SEMANTICALLY REVIEWED"
