"exact path","item type","directory/file","size bytes","size readable","created time","modified time","related wave","protected status","replacement authority","ownership confidence","planned action","deletion risk","reason"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e8-static-v9-content-main-layout-authority-repair-pre-20260706-230033","backup-pre-E54","directory","0","","2026-07-06T23:00:33","2026-07-06T23:00:33","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e8-static-v9-content-main-layout-authority-repair-pre-20260706-230100","backup-pre-E54","directory","1470738","1,40 MB","2026-07-06T23:01:28","2026-07-06T23:01:28","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\wpilot-pre-dev-runtime-reconciliation-20260702T161228Z","backup-pre-E54","directory","142167","138,83 KB","2026-07-02T23:12:28","2026-07-02T23:13:00","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\AI MARS STORAGE\git-sync-fp0002-e29b-fix2c-20260710-180821","git-sync-worktree","directory","2805949937","2,61 GB","","","E29B","REMOVABLE","origin tip","HIGH","DELETE_CONFIRMED","MED","Clean; HEAD ancestor of remote; superseded"
"X:\AI MARS STORAGE\git-sync-fp0002-e29c-e35-20260713-032549","git-sync-worktree","directory","474400474","452,42 MB","","","E29C-E37","RETAIN_PENDING","unknown — unpushed branch tip","HIGH","MANUAL_REVIEW","HIGH","STOP: 6 unpushed commits not ancestor of remote tip"
"X:\AI MARS STORAGE\git-sync-fp0002-e38-e51-20260716-031000","git-sync-worktree","directory","0","","","","E38-E51","REMOVABLE","n/a","HIGH","DELETE_CONFIRMED","LOW","Empty dir; not registered worktree"
"X:\AI MARS STORAGE\git-sync-fp0002-e58-20260716-225851","git-sync-worktree","directory","0","","","","E58","REMOVABLE","n/a","HIGH","DELETE_CONFIRMED","LOW","Empty dir; not registered worktree"
"X:\AI MARS STORAGE\git-sync-fp0002-e63-stable-v1-20260718-004331","git-sync-worktree","directory","3214791613","2,99 GB","","","E63","REMOVABLE","origin/mars/canonical-post-recovery@9d5dcc28","HIGH","DELETE_CONFIRMED","MED","Clean; HEAD=remote tip 9d5dcc28; no untracked; re-creatable"
"X:\AI MARS STORAGE\git-sync-fp0002-push-divergence-20260716-040930","git-sync-worktree","directory","2880471904","2,68 GB","","","E38-E51","REMOVABLE","origin tip","HIGH","DELETE_CONFIRMED","MED","Clean; HEAD ancestor of remote; superseded"
"X:\AI MARS STORAGE\git-sync-e01\repo","git-sync-worktree-foreign","directory","0","","","","SITE-002","PROTECTED-FOREIGN","n/a","HIGH","SKIP_FOREIGN","CRITICAL","SITE-002 ownership — out of scope"
"X:\MARS-Localhost\sites\wordpress\projects\shpigovsky\wp-content\debug.log","runtime-log","file","3847501","3,67 MB","2026-06-29T20:40:07","2026-07-18T00:39:24","runtime","REMOVABLE","regenerable","HIGH","DELETE_CONFIRMED","LOW","Development debug.log; smoke after"
"X:\AI MARS\workspaces\website-factory-operations\FP-0002-SHPIGOVSKY\REPORTS\evidence","evidence-root","directory","387064713","369,13 MB","","","E54+","PROTECTED","Experience Pack / Stable reports","HIGH","KEEP","MED","Keep Git/traceability evidence packs; no broad delete"
"X:\AI MARS\workspaces\website-factory-operations\FP-0002-SHPIGOVSKY\WORDPRESS","source-authority","directory","0","","","","current","PROTECTED","n/a","HIGH","PROTECT","CRITICAL","Canonical source"
"X:\MARS-Localhost\sites\wordpress\projects\shpigovsky","runtime-authority","directory","0","","","","current","PROTECTED","n/a","HIGH","PROTECT","CRITICAL","Runtime project"
"X:\AI MARS\workspaces\website-factory-operations\FP-0002-SHPIGOVSKY\REPORTS\STABLE-V1","release-docs","directory","0","","","","E63","PROTECTED","n/a","HIGH","PROTECT","CRITICAL","Stable v1 docs"
"X:\AI MARS\workspaces\website-factory-operations\FP-0002-SHPIGOVSKY\DOCS\FORGE-PROGER-EXPERIENCE-PACK\v9-06-batch-01","experience-pack-p1","directory","0","","","","E53","PROTECTED","n/a","HIGH","PROTECT","CRITICAL","Phase 1 pack"
"X:\AI MARS\workspaces\website-factory-operations\FP-0002-SHPIGOVSKY\DOCS\FORGE-PROGER-EXPERIENCE-PACK\v9-stable-v1-phase-02","experience-pack-p2","directory","0","","","","E63","PROTECTED","n/a","HIGH","PROTECT","CRITICAL","Phase 2 pack"
